Id,Time,Machine,Component,Parameter,Value
298,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Fuel,Water Fuel,1795.2
299,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Fuel,Fuel Temperature,406.05
300,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Fuel,Fuel Level,0.63
301,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Fuel,Fuel Pressure,67.97
302,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Drive,Brake Control,0.46
303,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Drive,Pedal Sensor,5.27
304,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Drive,Transmission Pressure,446.36
305,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,13.78
306,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Misc,System Voltage,19.65
307,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,364.46
308,2024-08-11T03:19:15.495422Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123.97
309,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,64.87
310,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Engine,Engine Temperature,104.97
311,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Engine,Engine Speed,1781.58
312,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Fuel,Water Fuel,1795.84
313,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Fuel,Fuel Temperature,405.92
314,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Fuel,Fuel Level,0.69
315,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Fuel,Fuel Pressure,67.93
316,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Drive,Brake Control,0.47
317,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.25
318,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Drive,Transmission Pressure,445.5
319,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,13.84
320,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Misc,System Voltage,19.65
321,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,364.44
322,2024-08-11T03:19:15.495422Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.08
323,2024-08-11T03:19:15.495422Z,Dozer_1,Engine,Engine Oil Pressure,64.84
324,2024-08-11T03:19:15.495422Z,Dozer_1,Engine,Engine Temperature,105.18
325,2024-08-11T03:19:15.495422Z,Dozer_1,Engine,Engine Speed,1778.93
326,2024-08-11T03:19:15.495422Z,Dozer_1,Fuel,Water Fuel,1793.83
327,2024-08-11T03:19:15.495422Z,Dozer_1,Fuel,Fuel Temperature,405.79
328,2024-08-11T03:19:15.495422Z,Dozer_1,Fuel,Fuel Level,0.74
329,2024-08-11T03:19:15.495422Z,Dozer_1,Fuel,Fuel Pressure,67.83
330,2024-08-11T03:19:15.495422Z,Dozer_1,Drive,Brake Control,0.5
331,2024-08-11T03:19:15.495422Z,Dozer_1,Drive,Pedal Sensor,5.24
332,2024-08-11T03:19:15.495422Z,Dozer_1,Drive,Transmission Pressure,445.47
333,2024-08-11T03:19:15.495422Z,Dozer_1,Misc,Air Filter Pressure Drop,13.88
334,2024-08-11T03:19:15.495422Z,Dozer_1,Misc,System Voltage,19.65
335,2024-08-11T03:19:15.495422Z,Dozer_1,Misc,Exhaust Gas Temperature,364.12
336,2024-08-11T03:19:15.495422Z,Dozer_1,Misc,Hydraulic Pump Rate,124.09
337,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Engine,Engine Oil Pressure,64.84
338,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Engine,Engine Temperature,105.02
339,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Engine,Engine Speed,1778.34
340,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Fuel,Water Fuel,1792.75
341,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Fuel,Fuel Temperature,405.69
342,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Fuel,Fuel Level,0.77
343,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Fuel,Fuel Pressure,67.76
344,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Drive,Brake Control,0.54
345,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Drive,Pedal Sensor,5.22
346,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Drive,Transmission Pressure,444.69
347,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,13.94
348,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Misc,System Voltage,19.64
349,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,363.91
350,2024-08-11T03:19:15.495422Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.46
351,2024-08-11T03:19:16.507531Z,Excavator_1,Engine,Engine Oil Pressure,64.84
352,2024-08-11T03:19:16.507531Z,Excavator_1,Engine,Engine Temperature,104.54
353,2024-08-11T03:19:16.507531Z,Excavator_1,Engine,Engine Speed,1774.77
354,2024-08-11T03:19:16.507531Z,Excavator_1,Fuel,Water Fuel,1793.89
355,2024-08-11T03:19:16.507531Z,Excavator_1,Fuel,Fuel Temperature,405.31
356,2024-08-11T03:19:16.507531Z,Excavator_1,Fuel,Fuel Level,0.78
357,2024-08-11T03:19:16.507531Z,Excavator_1,Fuel,Fuel Pressure,67.68
358,2024-08-11T03:19:16.507531Z,Excavator_1,Drive,Brake Control,0.57
359,2024-08-11T03:19:16.507531Z,Excavator_1,Drive,Pedal Sensor,5.22
360,2024-08-11T03:19:16.507531Z,Excavator_1,Drive,Transmission Pressure,445.02
361,2024-08-11T03:19:16.507531Z,Excavator_1,Misc,Air Filter Pressure Drop,13.97
362,2024-08-11T03:19:16.507531Z,Excavator_1,Misc,System Voltage,19.64
363,2024-08-11T03:19:16.507531Z,Excavator_1,Misc,Exhaust Gas Temperature,363.54
364,2024-08-11T03:19:16.507531Z,Excavator_1,Misc,Hydraulic Pump Rate,124.46
365,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Engine,Engine Oil Pressure,64.83
366,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Engine,Engine Temperature,104.77
367,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Engine,Engine Speed,1772.65
368,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Fuel,Water Fuel,1795.49
369,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Fuel,Fuel Temperature,405.26
370,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Fuel,Fuel Level,0.85
371,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Fuel,Fuel Pressure,67.61
372,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Drive,Brake Control,0.59
373,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Drive,Pedal Sensor,5.22
374,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Drive,Transmission Pressure,445.08
375,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.07
376,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Misc,System Voltage,19.63
377,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,363.08
378,2024-08-11T03:19:16.507531Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.48
379,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,64.86
380,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Engine,Engine Temperature,104.53
381,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Engine,Engine Speed,1769.51
382,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Fuel,Water Fuel,1794.79
383,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Fuel,Fuel Temperature,404.93
384,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Fuel,Fuel Level,0.9
385,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Fuel,Fuel Pressure,67.61
386,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Drive,Brake Control,0.6
387,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.2
388,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Drive,Transmission Pressure,445.93
389,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,14.15
390,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Misc,System Voltage,19.63
391,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,362.71
392,2024-08-11T03:19:16.507531Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.36
393,2024-08-11T03:19:16.507531Z,Dozer_1,Engine,Engine Oil Pressure,64.87
394,2024-08-11T03:19:16.507531Z,Dozer_1,Engine,Engine Temperature,104.59
395,2024-08-11T03:19:16.507531Z,Dozer_1,Engine,Engine Speed,1773.46
396,2024-08-11T03:19:16.507531Z,Dozer_1,Fuel,Water Fuel,1795.0
397,2024-08-11T03:19:16.507531Z,Dozer_1,Fuel,Fuel Temperature,404.6
398,2024-08-11T03:19:16.507531Z,Dozer_1,Fuel,Fuel Level,0.95
399,2024-08-11T03:19:16.507531Z,Dozer_1,Fuel,Fuel Pressure,67.57
400,2024-08-11T03:19:16.507531Z,Dozer_1,Drive,Brake Control,0.64
401,2024-08-11T03:19:16.507531Z,Dozer_1,Drive,Pedal Sensor,5.18
402,2024-08-11T03:19:16.507531Z,Dozer_1,Drive,Transmission Pressure,446.81
403,2024-08-11T03:19:16.507531Z,Dozer_1,Misc,Air Filter Pressure Drop,14.23
404,2024-08-11T03:19:16.507531Z,Dozer_1,Misc,System Voltage,19.62
405,2024-08-11T03:19:16.507531Z,Dozer_1,Misc,Exhaust Gas Temperature,362.37
406,2024-08-11T03:19:16.507531Z,Dozer_1,Misc,Hydraulic Pump Rate,124.7
407,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Engine,Engine Oil Pressure,64.86
408,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Engine,Engine Temperature,104.49
409,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Engine,Engine Speed,1775.99
410,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Fuel,Water Fuel,1793.32
411,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Fuel,Fuel Temperature,404.51
412,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Fuel,Fuel Level,1.04
413,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Fuel,Fuel Pressure,67.55
414,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Drive,Brake Control,0.68
415,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Drive,Pedal Sensor,5.18
416,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Drive,Transmission Pressure,447.33
417,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.28
418,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Misc,System Voltage,19.61
419,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,362.4
420,2024-08-11T03:19:16.507531Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.29
421,2024-08-11T03:19:17.517229Z,Excavator_1,Engine,Engine Oil Pressure,64.81
422,2024-08-11T03:19:17.517229Z,Excavator_1,Engine,Engine Temperature,104.35
423,2024-08-11T03:19:17.517229Z,Excavator_1,Engine,Engine Speed,1775.74
424,2024-08-11T03:19:17.517229Z,Excavator_1,Fuel,Water Fuel,1795.49
425,2024-08-11T03:19:17.517229Z,Excavator_1,Fuel,Fuel Temperature,404.39
426,2024-08-11T03:19:17.517229Z,Excavator_1,Fuel,Fuel Level,1.05
427,2024-08-11T03:19:17.517229Z,Excavator_1,Fuel,Fuel Pressure,67.49
428,2024-08-11T03:19:17.517229Z,Excavator_1,Drive,Brake Control,0.69
429,2024-08-11T03:19:17.517229Z,Excavator_1,Drive,Pedal Sensor,5.16
430,2024-08-11T03:19:17.517229Z,Excavator_1,Drive,Transmission Pressure,446.7
431,2024-08-11T03:19:17.517229Z,Excavator_1,Misc,Air Filter Pressure Drop,14.33
432,2024-08-11T03:19:17.517229Z,Excavator_1,Misc,System Voltage,19.6
433,2024-08-11T03:19:17.517229Z,Excavator_1,Misc,Exhaust Gas Temperature,362.73
434,2024-08-11T03:19:17.517229Z,Excavator_1,Misc,Hydraulic Pump Rate,124.28
435,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Engine,Engine Oil Pressure,64.79
436,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Engine,Engine Temperature,104.57
437,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Engine,Engine Speed,1778.95
438,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Fuel,Water Fuel,1795.74
439,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Fuel,Fuel Temperature,404.23
440,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Fuel,Fuel Level,1.08
441,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Fuel,Fuel Pressure,67.43
442,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Drive,Brake Control,0.73
443,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Drive,Pedal Sensor,5.14
444,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Drive,Transmission Pressure,446.25
445,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.35
446,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Misc,System Voltage,19.59
447,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,362.88
448,2024-08-11T03:19:17.517229Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123.9
449,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,64.8
450,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Engine,Engine Temperature,104.38
451,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Engine,Engine Speed,1778.57
452,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Fuel,Water Fuel,1794.04
453,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Fuel,Fuel Temperature,404.13
454,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Fuel,Fuel Level,1.11
455,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Fuel,Fuel Pressure,67.37
456,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Drive,Brake Control,0.75
457,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.13
458,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Drive,Transmission Pressure,446.52
459,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,14.44
460,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Misc,System Voltage,19.59
461,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,362.64
462,2024-08-11T03:19:17.517229Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,123.83
463,2024-08-11T03:19:17.517229Z,Dozer_1,Engine,Engine Oil Pressure,64.84
464,2024-08-11T03:19:17.517229Z,Dozer_1,Engine,Engine Temperature,104.42
465,2024-08-11T03:19:17.517229Z,Dozer_1,Engine,Engine Speed,1776.32
466,2024-08-11T03:19:17.517229Z,Dozer_1,Fuel,Water Fuel,1795.9
467,2024-08-11T03:19:17.517229Z,Dozer_1,Fuel,Fuel Temperature,404.09
468,2024-08-11T03:19:17.517229Z,Dozer_1,Fuel,Fuel Level,1.06
469,2024-08-11T03:19:17.517229Z,Dozer_1,Fuel,Fuel Pressure,67.36
470,2024-08-11T03:19:17.517229Z,Dozer_1,Drive,Brake Control,0.78
471,2024-08-11T03:19:17.517229Z,Dozer_1,Drive,Pedal Sensor,5.12
472,2024-08-11T03:19:17.517229Z,Dozer_1,Drive,Transmission Pressure,446.89
473,2024-08-11T03:19:17.517229Z,Dozer_1,Misc,Air Filter Pressure Drop,14.53
474,2024-08-11T03:19:17.517229Z,Dozer_1,Misc,System Voltage,19.59
475,2024-08-11T03:19:17.517229Z,Dozer_1,Misc,Exhaust Gas Temperature,362.61
476,2024-08-11T03:19:17.517229Z,Dozer_1,Misc,Hydraulic Pump Rate,123.63
477,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Engine,Engine Oil Pressure,64.83
478,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Engine,Engine Temperature,104.35
479,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Engine,Engine Speed,1779.66
480,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Fuel,Water Fuel,1794.42
481,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Fuel,Fuel Temperature,403.79
482,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Fuel,Fuel Level,1.06
483,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Fuel,Fuel Pressure,67.32
484,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Drive,Brake Control,0.79
485,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Drive,Pedal Sensor,5.1
486,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Drive,Transmission Pressure,446.28
487,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.58
488,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Misc,System Voltage,19.59
489,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,362.25
490,2024-08-11T03:19:17.517229Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,123.82
491,2024-08-11T03:19:18.524399Z,Excavator_1,Engine,Engine Oil Pressure,64.79
492,2024-08-11T03:19:18.524399Z,Excavator_1,Engine,Engine Temperature,104.25
493,2024-08-11T03:19:18.524399Z,Excavator_1,Engine,Engine Speed,1777.04
494,2024-08-11T03:19:18.524399Z,Excavator_1,Fuel,Water Fuel,1796.26
495,2024-08-11T03:19:18.524399Z,Excavator_1,Fuel,Fuel Temperature,403.6
496,2024-08-11T03:19:18.524399Z,Excavator_1,Fuel,Fuel Level,1.08
497,2024-08-11T03:19:18.524399Z,Excavator_1,Fuel,Fuel Pressure,67.31
498,2024-08-11T03:19:18.524399Z,Excavator_1,Drive,Brake Control,0.8
499,2024-08-11T03:19:18.524399Z,Excavator_1,Drive,Pedal Sensor,5.09
500,2024-08-11T03:19:18.524399Z,Excavator_1,Drive,Transmission Pressure,447.16
501,2024-08-11T03:19:18.524399Z,Excavator_1,Misc,Air Filter Pressure Drop,14.65
502,2024-08-11T03:19:18.524399Z,Excavator_1,Misc,System Voltage,19.58
503,2024-08-11T03:19:18.524399Z,Excavator_1,Misc,Exhaust Gas Temperature,362.17
504,2024-08-11T03:19:18.524399Z,Excavator_1,Misc,Hydraulic Pump Rate,124.05
505,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Engine,Engine Oil Pressure,64.74
506,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Engine,Engine Temperature,104.34
507,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Engine,Engine Speed,1778.58
508,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Fuel,Water Fuel,1795.71
509,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Fuel,Fuel Temperature,403.4
510,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Fuel,Fuel Level,1.09
511,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Fuel,Fuel Pressure,67.22
512,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Drive,Brake Control,0.82
513,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Drive,Pedal Sensor,5.09
514,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Drive,Transmission Pressure,447.92
515,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.66
516,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Misc,System Voltage,19.57
517,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,362.33
518,2024-08-11T03:19:18.524399Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,123.97
519,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,64.78
520,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Engine,Engine Temperature,104.11
521,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Engine,Engine Speed,1775.92
522,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Fuel,Water Fuel,1794.27
523,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Fuel,Fuel Temperature,403.06
524,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Fuel,Fuel Level,1.11
525,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Fuel,Fuel Pressure,67.2
526,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Drive,Brake Control,0.84
527,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Drive,Pedal Sensor,5.07
528,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Drive,Transmission Pressure,447.16
529,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Misc,Air Filter Pressure Drop,14.69
530,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Misc,System Voltage,19.57
531,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Misc,Exhaust Gas Temperature,362.0
532,2024-08-11T03:19:18.524399Z,Backhoe_Loader_1,Misc,Hydraulic Pump Rate,124.28
533,2024-08-11T03:19:18.524399Z,Dozer_1,Engine,Engine Oil Pressure,64.75
534,2024-08-11T03:19:18.524399Z,Dozer_1,Engine,Engine Temperature,104.11
535,2024-08-11T03:19:18.524399Z,Dozer_1,Engine,Engine Speed,1774.38
536,2024-08-11T03:19:18.524399Z,Dozer_1,Fuel,Water Fuel,1791.91
537,2024-08-11T03:19:18.524399Z,Dozer_1,Fuel,Fuel Temperature,402.91
538,2024-08-11T03:19:18.524399Z,Dozer_1,Fuel,Fuel Level,1.12
539,2024-08-11T03:19:18.524399Z,Dozer_1,Fuel,Fuel Pressure,67.12
540,2024-08-11T03:19:18.524399Z,Dozer_1,Drive,Brake Control,0.88
541,2024-08-11T03:19:18.524399Z,Dozer_1,Drive,Pedal Sensor,5.07
542,2024-08-11T03:19:18.524399Z,Dozer_1,Drive,Transmission Pressure,447.0
543,2024-08-11T03:19:18.524399Z,Dozer_1,Misc,Air Filter Pressure Drop,14.71
544,2024-08-11T03:19:18.524399Z,Dozer_1,Misc,System Voltage,19.56
545,2024-08-11T03:19:18.524399Z,Dozer_1,Misc,Exhaust Gas Temperature,362.1
546,2024-08-11T03:19:18.524399Z,Dozer_1,Misc,Hydraulic Pump Rate,124.13
547,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Engine,Engine Oil Pressure,64.77
548,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Engine,Engine Temperature,104.21
549,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Engine,Engine Speed,1771.3
550,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Fuel,Water Fuel,1791.57
551,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Fuel,Fuel Temperature,402.59
552,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Fuel,Fuel Level,1.15
553,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Fuel,Fuel Pressure,67.09
554,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Drive,Brake Control,0.89
555,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Drive,Pedal Sensor,5.06
556,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Drive,Transmission Pressure,447.59
557,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Misc,Air Filter Pressure Drop,14.76
558,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Misc,System Voltage,19.55
559,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Misc,Exhaust Gas Temperature,362.35
560,2024-08-11T03:19:18.524399Z,Crawler_Loader_1,Misc,Hydraulic Pump Rate,124.48
561,2024-08-11T03:19:19.536197Z,Excavator_1,Engine,Engine Oil Pressure,64.76
562,2024-08-11T03:19:19.536197Z,Excavator_1,Engine,Engine Temperature,104.42
563,2024-08-11T03:19:19.536197Z,Excavator_1,Engine,Engine Speed,1775.71
564,2024-08-11T03:19:19.536197Z,Excavator_1,Fuel,Water Fuel,1790.09
565,2024-08-11T03:19:19.536197Z,Excavator_1,Fuel,Fuel Temperature,402.45
566,2024-08-11T03:19:19.536197Z,Excavator_1,Fuel,Fuel Level,1.16
567,2024-08-11T03:19:19.536197Z,Excavator_1,Fuel,Fuel Pressure,67.0
568,2024-08-11T03:19:19.536197Z,Excavator_1,Drive,Brake Control,0.94
569,2024-08-11T03:19:19.536197Z,Excavator_1,Drive,Pedal Sensor,5.05
570,2024-08-11T03:19:19.536197Z,Excavator_1,Drive,Transmission Pressure,447.55
571,2024-08-11T03:19:19.536197Z,Excavator_1,Misc,Air Filter Pressure Drop,14.84
572,2024-08-11T03:19:19.536197Z,Excavator_1,Misc,System Voltage,19.55
573,2024-08-11T03:19:19.536197Z,Excavator_1,Misc,Exhaust Gas Temperature,361.97
574,2024-08-11T03:19:19.536197Z,Excavator_1,Misc,Hydraulic Pump Rate,124.34
575,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Engine,Engine Oil Pressure,64.8
576,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Engine,Engine Temperature,104.27
577,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Engine,Engine Speed,1776.3
578,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Fuel,Water Fuel,1790.19
579,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Fuel,Fuel Temperature,402.09
580,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Fuel,Fuel Level,1.18
581,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Fuel,Fuel Pressure,66.91
582,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Drive,Brake Control,0.97
583,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Drive,Pedal Sensor,5.04
584,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Drive,Transmission Pressure,448.35
585,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Misc,Air Filter Pressure Drop,14.93
586,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Misc,System Voltage,19.54
587,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Misc,Exhaust Gas Temperature,362.47
588,2024-08-11T03:19:19.536197Z,Articulated_Truck_1,Misc,Hydraulic Pump Rate,124.45
589,2024-08-11T03:19:19.536197Z,Backhoe_Loader_1,Engine,Engine Oil Pressure,64.81
590,2024-08-11T03:19:19.536197Z,Backhoe_Loader_1,Engine,Engine Temperature,104.13
591,2024-08-11T03:19:19.536197Z,Backhoe_Loader_1,Engine,Engine Speed,1771.81
592,2024-08-11T03:19:19.536197Z,Backhoe_Loader_1,Fuel,Water Fuel,1791.11
593,2024-08-11T03:19:19.536197Z,Backhoe_Loader_1,Fuel,Fuel Temperature,401.92
